step,episode_return,reward_scale,alpha_scaled,td_sigma,q_loss,policy_loss,log_prob,r_ent_for_scaler
71,-34.972274453539825,0.622569053974894,0.07,4.635840172447982,0.0024796612560749054,-0.047099918127059937,-6.195307731628418,-0.1837473043470419
1071,-394.1291474387481,0.6329897951895566,0.07,1.4720778910296202,0.12754738330841064,0.34480154514312744,-4.971637725830078,-0.5479303469851095
1125,-16.685337281318024,0.6515587192063955,0.07,5.42512150879491,0.032264627516269684,-0.6350400447845459,-4.373938083648682,1.6095196185331457
1157,-10.927640630519852,0.648454845053695,0.07,5.35112503033047,0.0007200213731266558,-0.33347904682159424,-5.117588996887207,0.4770669520546103
1170,-10.314355191540042,0.6512606232176621,0.07,5.330458777131337,2.8755042876582593e-05,-0.2681370973587036,-4.752305030822754,0.23955319760309934
1198,-21.636503379136528,0.651478236478564,0.07,5.310201081470957,0.003555719507858157,0.31616446375846863,-4.391365051269531,-0.6328109594402802
1341,-59.09966668164098,0.6678492845946329,0.07,5.12756942525205,0.05209307000041008,1.020508050918579,-5.081584453582764,0.1498033959564979
1528,-92.2517695902756,0.7076841554138432,0.07,5.106772456999356,0.05429356172680855,1.041940450668335,-5.915704250335693,-2.231868471098167
1542,-1.0200287576072125,0.708590384221762,0.07,5.084206728091838,0.06811109185218811,0.33368048071861267,-5.5965070724487305,0.9932008596775589
1585,-12.839393218150773,0.7210131910044351,0.07,5.020079020874152,0.03344425931572914,-0.7450493574142456,-5.3393683433532715,1.6631099605841058
1670,-15.751955203073951,0.7240731996697878,0.07,4.901682675471837,0.02349204197525978,-0.8682323694229126,-4.52609920501709,1.6195188922982844
1887,-110.39640744944765,0.7352690231153288,0.07,4.89580459066239,0.0384761206805706,1.009045958518982,-6.167716979980469,-0.04871770952824084
2887,-344.40359629839014,0.6773998067921626,0.07,3.9887926817233335,0.04051875323057175,0.03870263695716858,-5.17181396484375,0.4098666313526485
2954,-61.6799290914046,0.6938080730812322,0.07,5.13368958972176,0.014856074936687946,-0.5398960113525391,-5.412214279174805,1.1656182827947217
3033,11.129876036454924,0.7008266642772011,0.07,5.135363661172513,0.013696129433810711,-0.6529850959777832,-4.9054460525512695,0.05199107295670491
3058,9.770188279439214,0.7032608447025226,0.07,5.132502111997814,0.005563176237046719,-0.7686284780502319,-5.760012626647949,0.3858120318527299
3302,-22.276927471207042,0.7170376883630746,0.07,5.051502724788213,0.038050711154937744,-1.3714247941970825,-5.193052768707275,2.356800830680603
3396,-10.632706029884734,0.7191440629286683,0.07,4.99541241329785,0.05018522962927818,0.793427586555481,-5.539606094360352,0.32564769928052395
3501,-43.14874558919535,0.7255097447474127,0.07,4.936452569679672,0.009353185072541237,1.535635232925415,-5.3998212814331055,-2.0130488681265213
3524,-27.572089798199148,0.7287138178944087,0.07,4.945664121570543,0.02190028317272663,-1.4101495742797852,-5.519876956939697,0.6782534056997576
3595,-33.13826221808628,0.729732440118105,0.07,4.9085784207931615,0.002780754119157791,-1.5655303001403809,-5.655280113220215,1.3066869605733664
4595,-418.09526641295264,0.7106839684811499,0.07,4.363741864451569,0.09792792052030563,0.2826356887817383,-3.8987159729003906,-0.9677189133597759
4665,-13.655074683630096,0.7092999906377502,0.07,5.253907349366219,0.03113682195544243,1.933461308479309,-4.544303894042969,-1.0063763779136312
4700,-10.385762306111292,0.7087871560326959,0.07,5.234562302864978,1.7626629755795875e-07,-0.7580904960632324,-6.147748947143555,0.7602881473091699
4824,-106.72288635409339,0.7151098773344094,0.07,5.384391250198301,0.08526524901390076,2.1186184883117676,-4.7017316818237305,-0.5463647692110438
5824,-385.739147682698,0.6932752444695343,0.07,4.914225191549848,0.010706521570682526,1.7546874284744263,-4.148787975311279,-0.4584255367755558
