step,mean,std,n,ci95_low,ci95_high
10000,17.135698710646256,16.561713057146367,3,-1.6056438932519441,35.877041314544456
20000,66.09546352447767,51.122055122267774,3,8.245412243196014,123.94551480575932
30000,118.01538792015246,70.96496671993056,3,37.71096834813437,198.31980749217055
40000,33.643331905612435,35.06639919787815,3,-6.038034326542984,73.32469813776785
50000,181.19901833099416,159.16947740024654,3,1.0817987083375442,361.3162379536508
60000,193.11153471000327,127.8557190580343,3,48.42916843144829,337.7939009885582
70000,192.74005923643202,194.242276889799,3,-27.065769230217285,412.54588770308135
80000,241.17910499442496,45.445137506256344,3,189.7530907441355,292.6051192447144
90000,180.54796088732812,186.39819909701436,3,-30.38145794591236,391.4773797205686
100000,315.6420713801662,82.50785841541718,3,222.27564021802095,409.0085025423115
110000,276.31040867959786,146.25837834779315,3,110.80347302333828,441.81734433585746
120000,414.85926055535987,474.7014729976165,3,-122.31602495561623,952.0345460663359
130000,316.68112592495845,130.0136465334474,3,169.55683482911346,463.8054170208035
140000,649.7292601924405,403.38772789681366,3,193.25307414596745,1106.2054462389135
150000,469.6192254443911,131.06179406978725,3,321.3088437545238,617.9296071342583
160000,528.4893947066358,389.56632864460624,3,87.65359427468763,969.325195138584
170000,497.51716165946567,466.80988829158935,3,-30.727955084969665,1025.762278403901
180000,294.686006342769,270.8698478527859,3,-11.832081620622432,601.2040943061604
190000,154.03263675839403,204.13713806614575,3,-76.97028120522052,385.03555472200856
200000,325.1249100311779,57.99773179736388,3,259.4942981426102,390.75552191974555
210000,355.34003826793474,208.11023929023327,3,119.84113302428085,590.8389435115887
220000,355.06043920454437,159.28291781558855,3,174.81484966739177,535.306028741697
230000,494.5651114652974,118.02617890608346,3,361.00591698611095,628.1243059444838
240000,319.2796408243583,167.89099787690142,3,129.29309169962022,509.2661899490964
250000,182.14382754441658,163.72366616516507,3,-3.1269418125975506,367.41459690143074
260000,377.2277687009958,75.52235331497745,3,291.7661807091727,462.6893566928189
270000,448.8586252892555,273.90635037112224,3,138.9044112550053,758.8128393235056
280000,594.0608431317949,379.72204932449625,3,164.3648934381157,1023.756792825474
290000,624.4022165965357,543.9670246016343,3,8.845580751830312,1239.958852441241
300000,513.1585325586725,433.4148414718703,3,22.703468785328425,1003.6135963320166
310000,539.9706895939416,347.0429102198227,3,147.2546670278407,932.6867121600426
320000,641.5229952958567,316.8616498276143,3,282.9602840011263,1000.0857065905872
330000,585.6713958272553,130.22005280937685,3,438.3135340422285,733.0292576122821
340000,496.75369883192616,122.87454446039189,3,357.7080622432368,635.7993354206155
350000,454.82715088734625,170.90559092091686,3,261.42926859590756,648.225033178785
360000,290.84313822035887,244.75368880456105,3,13.878266312083156,567.8080101286346
370000,187.36147796438175,197.87541209203758,3,-36.555630012816465,411.27858594158
380000,314.8595265935675,337.22598620939783,3,-66.74760068126892,696.4666538684039
390000,284.9825558922079,233.7749405498467,3,20.44130717397212,549.5238046104437
400000,253.51708759681014,192.71402504093913,3,35.44063889816525,471.593536295455
410000,394.8157984919985,112.41886404161377,3,267.60187811581994,522.0297188681772
420000,654.5060050726822,605.3514053809511,3,-30.513596755298067,1339.5256069006625
430000,625.1751015495247,541.5082284849118,3,12.400855440568762,1237.9493476584807
440000,421.86346052415826,92.1277160030046,3,317.61113572120445,526.115785327112
450000,335.85808744602065,56.73159355989685,3,271.66024585182936,400.05592904021194
460000,381.5767071312113,65.2933905024896,3,307.6902802286965,455.46313403372613
470000,495.0207638676531,186.3222419127599,3,284.177298679934,705.8642290553722
480000,499.67426673373706,125.39955700241107,3,357.7713094701974,641.5772239972766
490000,365.7862429538712,71.83784636025865,3,284.4940670830385,447.0784188247039
500000,585.9781751102622,244.4077841389379,3,309.40473117953695,862.5516190409875
510000,613.3112246978949,373.44994202106864,3,190.71283257065522,1035.9096168251344
520000,437.20915566249795,81.83255974877828,3,344.6068968796087,529.8114144453872
530000,611.3270700234731,500.5938129826824,3,44.851843570255824,1177.8022964766903
540000,486.8482298289527,315.2321213783938,3,130.1295035642891,843.5669560936162
550000,436.92120435022804,395.05696146089815,3,-10.127832017354876,883.970240717811
560000,468.82421739605275,191.97716698158084,3,251.58160208730098,686.0668327048045
570000,621.8911294143606,557.7332460437902,3,-9.24345247483609,1253.0257113035573
580000,711.671976017908,266.24516890229165,3,410.3872049430041,1012.956747092812
590000,938.0357053879288,418.2195185757437,3,464.7757681930087,1411.295642582849
600000,368.433780988623,29.957289568194074,3,334.5339165637017,402.33364541354433
610000,428.72771313897084,14.378423182489794,3,412.4569956089025,444.9984306690392
620000,306.182494503436,29.85094973382889,3,272.40296492922744,339.9620240776445
630000,246.95425790061176,198.8597863063355,3,21.923225636901407,471.9852901643221
640000,270.8678644508714,210.46728334909807,3,32.70171276433783,509.03401613740505
650000,213.32340433288877,155.3051092036964,3,37.579128986543225,389.0676796792343
660000,241.5315830964245,169.1253796147249,3,50.14819953960074,432.91496665324826
670000,379.5748888085097,91.07826071914705,3,276.5101344552056,482.63964316181375
680000,422.32260983825455,20.024802390644847,3,399.66241273886715,444.98280693764195
690000,438.8908310109768,6.52271704163263,3,431.5096818289015,446.2719801930521
700000,546.6968745822152,102.5251362262016,3,430.6787611843701,662.7149879800602
710000,764.702479947647,289.1345461708781,3,437.5159401426446,1091.8890197526493
720000,282.50632806733637,314.8287141743515,3,-73.75589997194737,638.76855610662
