variant,final_eval_step,final_eval_mean,final_eval_std,final_eval_ci95_low,final_eval_ci95_high,best_eval_step,best_eval_mean,final_train_step,final_train_mean,final_train_std
AVG A tanh,1000000,1784.6920089307976,547.9917083741335,1164.5810146575593,2404.803003204036,940000,1950.4237951962525,1000000,1730.1216109294157,705.0275506773038
AVG A clipped,1000000,-499.409917630725,163.8714326440678,-684.8479004998276,-313.9719347616223,60000,-384.00703104071334,1000000,-574.0964793726301,35.860115359884695
