variant,final_eval_step,final_eval_mean,final_eval_std,final_eval_ci95_low,final_eval_ci95_high,best_eval_step,best_eval_mean,final_train_step,final_train_mean,final_train_std
A (TD only),1000000,1891.1647195417668,729.77475721247,879.7485075969073,2902.5809314866265,940000,2230.6460387186244,1000000,2055.9947233301414,562.1710651805496
B + LayerNorm,1000000,1775.9466564328434,461.94629181185536,1253.205217212544,2298.6880956531427,980000,2066.464662327146,1000000,1812.026039055443,611.2368378872654
C + LayerNorm,1000000,1747.718053672302,391.1785632432409,1305.0578380444974,2190.3782693001067,930000,1788.5283957596218,1000000,1498.7863744960007,235.55374954522247
A + LayerNorm,1000000,1040.34320567357,1296.9511942025445,-427.2952316797755,2507.9816430269157,970000,1618.5192607932306,1000000,1457.327756242902,475.92181800975425
