variant,final_eval_step,final_eval_mean,final_eval_std,final_eval_ci95_low,final_eval_ci95_high,best_eval_step,best_eval_mean,final_train_step,final_train_mean,final_train_std
AVG B,1000000,1914.7059977363099,574.7504395291493,1264.31464861745,2565.0973468551697,950000,2379.7330432574895,1000000,1856.5236696890377,605.0430175107103
AVG C,1000000,1785.675035072387,483.8931652508166,1238.0983706078919,2333.251699536882,950000,1811.920726074075,1000000,1793.0080313344135,438.1714328393865
AVG A,1000000,1784.6920089307976,547.9917083741335,1164.5810146575593,2404.803003204036,940000,1950.4237951962525,1000000,1730.1216109294157,705.0275506773038
AVG B + LN,1000000,1775.9466564328434,461.94629181185536,1253.205217212544,2298.6880956531427,980000,2066.464662327146,1000000,1812.026039055443,611.2368378872654
AVG C + LN,1000000,1747.718053672302,391.1785632432409,1305.0578380444974,2190.3782693001067,930000,1788.5283957596218,1000000,1498.7863744960007,235.55374954522247
AVG A + LN,1000000,1040.34320567357,1296.9511942025445,-427.2952316797755,2507.9816430269157,970000,1618.5192607932306,1000000,1457.327756242902,475.92181800975425
