step,mean,std,n,ci95_low,ci95_high
10000,-178.78529809162103,34.29384771116202,3,-217.5924400184924,-139.97815616474966
20000,-41.46399791465152,157.1416820048508,3,-219.28655103121744,136.3585552019144
30000,36.64410847510855,61.75854067884731,3,-33.2422592928457,106.53047624306281
40000,-25.43809722123045,178.1417297927208,3,-227.02444149470705,176.14824705224612
50000,-66.45596807300198,343.0153925312758,3,-454.6144253326718,321.7024891866678
60000,83.83433053658224,179.50223433023854,3,-119.29156955239468,286.9602306255592
70000,181.52145699439893,61.02586466965005,3,112.46419018107676,250.5787238077211
80000,219.44484234728824,133.05657315939328,3,68.87715561847955,370.01252907609694
90000,294.3855525012698,107.41992889331947,3,172.8284597700084,415.94264523253116
100000,191.47985594616605,368.05795954735817,3,-225.01693361705517,607.9766455093873
110000,377.3049408506096,185.337658314892,3,167.57563688921715,587.034244812002
120000,264.7568861058601,356.3455467214599,3,-138.48606064949206,667.9998328612122
130000,437.95208570811474,215.25766378200694,3,194.36510825395828,681.5390631622712
140000,531.0857370109005,180.5331207981756,3,326.7932790655795,735.3781949562215
150000,625.1411290414219,174.23265415680825,3,427.9783202744717,822.3039378083721
160000,619.605040483283,142.5336751798321,3,458.313003245304,780.897077721262
170000,678.6407846372981,195.3537341858851,3,457.5772238392361,899.7043454353601
180000,761.2196811510481,176.16464551705454,3,561.8706183495539,960.5687439525424
190000,672.8631207757875,43.42217621425599,3,623.7263027286314,721.9999388229436
200000,789.2014228933108,127.43521720007583,3,644.9948992620945,933.4079465245271
210000,790.9086237262433,72.35446620945318,3,709.0318374617683,872.7854099907182
220000,759.6643127432611,132.7359637049513,3,609.459429765913,909.8691957206092
230000,902.943372225997,97.3024817514065,3,792.8352487232903,1013.0514957287037
240000,917.4070010323877,65.7407215769357,3,843.0143713660261,991.7996306987493
250000,957.8633513870245,111.42212593889828,3,831.777346354198,1083.949356419851
260000,992.9368858609128,67.21885183914239,3,916.8715943411778,1069.0021773806477
270000,968.4038231435883,115.70221293150891,3,837.4744437311779,1099.3332025559987
280000,511.46960672907727,835.1335461681481,3,-433.57296554227815,1456.5121790004328
290000,915.2154743933846,223.67223493520933,3,662.1065132952115,1168.3244354915578
300000,1031.538639825493,103.20607372879887,3,914.7499731048132,1148.3273065461726
310000,1022.2417402539508,244.51257085901273,3,745.5497189867817,1298.9337615211198
320000,1005.0987635053642,195.39403541417315,3,783.9895975743008,1226.2079294364278
330000,1093.9320613568782,81.9317133913856,3,1001.217599664778,1186.6465230489782
340000,1109.7433090577924,152.6664213071451,3,936.9849901595143,1282.5016279560707
350000,1225.4938303542206,111.93788401643806,3,1098.8241901141816,1352.1634705942595
360000,1220.4016310197778,119.58120882803773,3,1085.0827545302764,1355.7205075092793
