step,mean,std,n,ci95_low,ci95_high
10000,34.81751179546443,6.718424889437648,3,27.214898335308103,42.42012525562077
20000,33.135911219698976,2.808785438987732,3,29.957471282279858,36.3143511571181
30000,31.65159243361533,2.9805342463367444,3,28.27880042469055,35.02438444254011
40000,37.885201617079375,7.188008021301556,3,29.751204819649516,46.01919841450923
50000,31.154286786789182,2.5672167856687116,3,28.249207514332227,34.05936605924614
60000,36.70844443422822,6.085135129692852,3,29.822465800068723,43.59442306838772
70000,32.359203488246436,1.954119998405385,3,30.147908542314404,34.57049843417847
80000,38.55217980770792,7.239406706521597,3,30.360019922572405,46.74433969284344
90000,41.76030733866991,4.414631818566635,3,36.764681155777744,46.75593352156208
100000,49.1843933676233,8.473126518985785,3,39.59614808945947,58.77263864578713
110000,33.654370118981724,0.9659807956363594,3,32.56125994509211,34.74748029287134
120000,35.460232252610986,2.318894002160784,3,32.8361566629263,38.08430784229567
130000,63.54278987452255,5.049091310033056,3,57.8292051895818,69.2563745594633
140000,42.099326991797675,8.69235811112035,3,32.26299781291567,51.93565617067968
150000,46.38622688284283,9.494042673061495,3,35.642706220582724,57.12974754510293
160000,47.444678904563574,14.429334961684305,3,31.11634927282638,63.773008536300765
170000,55.3375696603363,19.444107460918726,3,33.33449073397796,77.34064858669464
180000,38.99843125355802,4.738061853126016,3,33.63680953233279,44.360052974783244
190000,65.86494994652499,3.7065736569049954,3,61.67056700129785,70.05933289175212
200000,60.49202060463936,23.259041752032225,3,34.171937132047404,86.81210407723131
210000,60.55432452659985,23.808722766834762,3,33.61221842955314,87.49643062364656
220000,87.74358930334789,9.05594822283305,3,77.49581918067673,97.99135942601905
230000,58.31808016546669,36.30656869639916,3,17.233330033440005,99.40283029749338
240000,73.85307154187554,49.42862735736913,3,17.91931417339203,129.78682891035905
250000,76.54864007083788,38.964634250947284,3,32.45600560646481,120.64127453521095
260000,81.19223288356947,38.95450720466317,3,37.11105825087694,125.27340751626201
270000,110.02142342419796,51.78545395515564,3,51.420665693210445,168.62218115518547
280000,151.87186653505037,53.92846052488063,3,90.84606858104738,212.89766448905337
290000,109.80995856661302,64.42977468967905,3,36.90080495522328,182.71911217800277
300000,149.68762340651938,18.743169072955457,3,128.47773093543387,170.8975158776049
310000,90.94603912021525,47.72210420243501,3,36.94339449337564,144.94868374705484
320000,196.79615486627623,43.273145169529194,3,147.82798132214975,245.7643284104027
330000,155.3574463589609,132.12567205811854,3,5.843173392915588,304.8717193250062
340000,113.43807317049361,82.3718027475412,3,20.225603490235386,206.65054285075183
350000,168.2486424470252,131.2636920670873,3,19.709791665501484,316.7874932285489
360000,190.6987520275729,134.43139772634186,3,38.57530484448432,342.8221992106615
370000,198.74352198295188,70.9621522165869,3,118.44228732128944,279.0447566446143
380000,260.3134076696197,112.49469495219196,3,133.0136765400361,387.61313879920334
390000,165.2268113258729,111.20113223710607,3,39.39088420855555,291.06273844319026
400000,277.2485438575276,149.8728131178867,3,107.65149022180358,446.8455974932516
410000,188.83281259524028,20.566840179377422,3,165.5592419959109,212.10638319456967
420000,194.98595735163812,20.89699821800841,3,171.33877776065043,218.6331369426258
430000,224.53419933835914,48.8298398819285,3,169.27803378573637,279.7903648909819
440000,285.83287258569226,99.8891782063113,3,172.7976264896654,398.8681186817191
450000,180.92303384648744,87.94125060061594,3,81.40814062049705,280.4379270724778
460000,173.25899628910088,22.12189343477327,3,148.22571727518178,198.29227530301998
470000,139.51090552607243,89.02035392966759,3,38.77489192895972,240.24691912318514
480000,45.11033445814562,25.475923338100955,3,16.281613311816187,73.93905560447506
490000,148.02211073132642,52.940068337458285,3,88.11478382845092,207.92943763420192
500000,135.00389419770968,90.29769536837026,3,32.82243269057214,237.1853557048472
510000,109.90446364466807,68.56240057628962,3,32.31880360381285,187.4901236855233
520000,143.06507270277442,140.1796065787357,3,-15.563085139758215,301.6932305453071
530000,150.8429028622522,98.76611962830913,3,39.078517183982854,262.60728854052155
540000,214.9577762830734,18.81414861876071,3,193.66756289462776,236.24798967151904
550000,239.39619686020478,184.79593270612332,3,30.27991313386937,448.51248058654016
560000,193.9722795908718,161.71211117232835,3,10.977798994401525,376.96676018734206
570000,161.9687709361086,110.1881773289219,3,37.27911020506873,286.6584316671485
580000,181.08668847444497,91.51256627220671,3,77.53047112232062,284.6429058265693
590000,251.88742374451633,73.01906382292812,3,169.258574482398,334.51627300663466
600000,179.4263755247887,118.01488868591449,3,45.87995713244368,312.97279391713374
610000,174.77667585162828,36.55511670510823,3,133.41066717052155,216.14268453273502
620000,246.64500371412032,75.05809237017316,3,161.70877643795296,331.5812309902877
630000,163.53019686572162,47.793609255463195,3,109.44663665411811,217.61375707732515
640000,306.1211613545358,152.317302190701,3,133.75790792733974,478.48441478173186
