step,mean,std,n,ci95_low,ci95_high
10000,4.375117200528649,1.4336074686385651,3,2.7528376309844114,5.997396770072887
20000,4.064932792700247,1.5695583393101102,3,2.2888103304696,5.841055254930895
30000,3.9643240733805882,2.257558321945198,3,1.409656339803362,6.518991806957814
40000,6.199399555570725,1.1176253373689757,3,4.934687428379801,7.464111682761649
50000,6.597883245466028,5.764840801998204,3,0.07435176328278548,13.12141472764927
60000,11.33200749509385,3.990194589017843,3,6.816677251720507,15.847337738467193
70000,11.49530651829798,2.2275919269245956,3,8.974548952935057,14.016064083660902
80000,13.033834091207368,2.3602665229359916,3,10.362941086949707,15.704727095465028
90000,15.825757533074585,0.7805676564768763,3,14.94246207776281,16.709052988386357
100000,16.560922656484355,3.869549505678714,3,12.182115176941824,20.939730136026885
110000,16.440267276596245,2.260355348298882,3,13.882434409739288,18.9981001434532
120000,16.08336908265967,2.738321569045175,3,12.984666520428327,19.18207164489101
130000,21.017875153431145,1.5451589833409416,3,19.26936316168473,22.76638714517756
140000,18.29932498704157,2.1127600462158473,3,15.90851192746659,20.690138046616546
150000,18.448822084018307,2.6666944509486585,3,15.431173236178996,21.466470931857618
160000,20.33483196529939,3.866418726977628,3,15.959567295371517,24.710096635227263
170000,23.441320901440292,2.8325335944865957,3,20.236007396239923,26.64663440664066
180000,21.903209966765633,3.0052972151884627,3,18.502396020645207,25.30402391288606
190000,23.104208609647674,1.0506576416124982,3,21.915277564113893,24.293139655181456
200000,22.62491059957506,2.4744078024112452,3,19.824854578393257,25.424966620756862
210000,22.291721408793663,2.0512027246682694,3,19.970567016104212,24.612875801483113
220000,21.822157728274416,1.0235507060675824,3,20.66390106794681,22.98041438860202
230000,26.30867578188459,3.7864840053114723,3,22.02386576477696,30.593485798992223
240000,25.296525665834967,0.1855915721654158,3,25.08650903130287,25.506542300367062
250000,24.87724185941626,4.350319890495379,3,19.95439147413282,29.800092244699698
260000,28.533064567732893,2.856120417071362,3,25.301060060129984,31.765069075335802
270000,28.788985562544852,2.158871984554123,3,26.345991932545452,31.23197919254425
280000,28.537144147234397,6.726403101371782,3,20.92550249037473,36.14878580409406
290000,29.287259801579143,2.5407506613678508,3,26.412129768141625,32.16238983501666
300000,26.617566552551494,5.844826532629747,3,20.00352269546981,33.23161040963318
310000,26.917841612260066,4.5797836082352195,3,21.73532858613218,32.100354638387955
320000,28.596455028115205,3.016719554848458,3,25.18271548787493,32.01019456835548
330000,27.481942725104982,3.052072417696433,3,24.02819765449618,30.935687795713786
340000,33.06493246271041,2.372793921605228,3,30.379863372344648,35.75000155307617
350000,32.40836700418767,5.320905573656829,3,26.3871955242323,38.42953848414304
360000,33.16487388528934,2.5725177154340026,3,30.25379604610757,36.07595172447111
370000,30.191115912179157,3.4922433976876266,3,26.239270487347092,34.14296133701122
380000,31.527677517899534,3.8114696811783224,3,27.21459354688419,35.84076148891488
390000,35.799633679630766,6.390921336426022,3,28.567625377878404,43.03164198138313
400000,36.97749626743218,6.289934049477457,3,29.859765838796605,44.095226696067755
410000,35.58344280094472,6.0774883418836465,3,28.706117321785378,42.460768280104055
420000,31.554772372211605,10.057081256063467,3,20.174113574129244,42.93543117029397
430000,35.99617898680512,3.021083991104971,3,32.577500622007626,39.41485735160261
440000,36.31959758337661,3.551994966737897,3,32.300136892972226,40.339058273781
450000,34.220427271010855,8.191564697248,3,24.950799188251736,43.490055353769975
460000,37.683713088270956,5.153683684719338,3,31.851770989396805,43.51565518714511
470000,37.850460077447615,4.464151380857069,3,32.79879723462312,42.902122920272106
480000,39.254834896584505,5.141993583232067,3,33.43612139286179,45.07354840030722
490000,38.64313364068366,2.522398625050399,3,35.78877089133793,41.49749639002938
500000,41.1347917009995,1.2526605530494708,3,39.71727284228708,42.55231055971192
510000,39.3798476951985,3.257206747901364,3,35.69397127749255,43.06572411290445
520000,39.42568026615189,7.9879339899369635,3,30.38648202100812,48.464878511295666
530000,44.537402695740106,5.19148507647933,3,38.66268429519754,50.41212109628267
540000,46.106665028970646,5.397834825887142,3,39.99843990502717,52.21489015291412
550000,50.53096982917145,8.587939469934772,3,40.81280146625939,60.24913819208351
560000,51.20888917015696,6.060287659962007,3,44.35102809493952,58.066750245374394
570000,46.36751871323893,4.812537629957613,3,40.92161971680211,51.81341770967575
580000,45.13358712777429,4.6515694374578604,3,39.869840788708046,50.397333466840536
590000,42.39375151039234,4.545022986180235,3,37.25057383108572,47.53692918969897
600000,56.8400509570859,12.603571752244282,3,42.57776689102426,71.10233502314753
610000,43.57576444020438,14.760481826713477,3,26.872706854402033,60.27882202600673
620000,53.03905535136295,10.315531536994374,3,41.36593252831611,64.71217817440979
630000,52.641067415790594,7.75903411143393,3,43.860893767330374,61.421241064250815
640000,52.763986905859014,9.851236986087445,3,41.61626282735298,63.911710984365044
650000,60.68023942582288,11.431926339428825,3,47.74379695694948,73.61668189469628
660000,55.272286574458995,8.745536960975016,3,45.37577986195057,65.16879328696741
670000,47.394591435024815,9.788396321788856,3,36.317978262438515,58.471204607611114
680000,52.90917513200001,10.565164566768015,3,40.95356594295384,64.86478432104619
690000,61.73499338827349,11.038704173170796,3,49.24352368953927,74.2264630870077
700000,57.78972365902654,7.17109568289484,3,49.6748649741349,65.90458234391818
710000,57.77265268747043,9.015971839659905,3,47.570120100948316,67.97518527399255
720000,45.50094300615987,7.838214788578244,3,36.63116798658243,54.37071802573731
