variant,final_eval_step,final_eval_mean,final_eval_std,final_eval_ci95_low,final_eval_ci95_high,best_eval_step,best_eval_mean,final_train_step,final_train_mean,final_train_std
specific reward+LN,1000000,77.78572980915608,45.765969062920625,25.996660475081512,129.57479914323065,930000,124.7201437472492,1000000,86.93083324780777,59.940335718343135
default reward+LN,1000000,15.348482956680707,0.3304749480864934,14.974515348213904,15.72245056514751,800000,20.9673146981367,1000000,9.316698218273034,5.315712410023237
specific LN,1000000,12.193935028389532,1.516778417848971,10.47753866981114,13.910331386967924,980000,12.593949057939042,1000000,11.649738012669504,8.735317499923429
specific reward+eta+LN,1000000,9.563112506296179,1.667764883338159,7.675858877789208,11.450366134803149,320000,9.945937986772366,1000000,8.453270610136123,4.019570729034062
default reward+eta+LN,1000000,9.00812023218422,1.3969852153596183,7.427282643506286,10.588957820862154,250000,10.04017237074095,1000000,8.54485350013003,2.502813034610869
default LN,1000000,8.592098432370078,0.9693708203960352,7.495152084333648,9.689044780406508,250000,9.994572999973796,1000000,6.622867381344317,2.237260556841041
