step,mean,std,n,ci95_low,ci95_high
10000,34.35229105071949,4.702118264869909,3,29.031343328590655,39.67323877284832
20000,33.681995115198255,1.464316376175799,3,32.02496514542906,35.33902508496745
30000,32.852511902883606,2.519855492064408,3,30.001026979425415,35.7039968263418
40000,38.6274304078056,4.011426453721188,3,34.088074047740584,43.16678676787061
50000,31.736179743026515,4.4284603451979825,3,26.724905109131065,36.747454376921965
60000,32.1206621252531,4.415023070364359,3,27.124593199272688,37.11673105123351
70000,33.468088076809344,1.966256645097062,3,31.243059222257692,35.693116931361
80000,34.18129836904473,3.5223416217239096,3,30.195393597423692,38.16720314066577
90000,32.02566365665099,2.9419862002413213,3,28.69649286831447,35.35483444498752
100000,45.44384891198706,10.76611670651936,3,33.26084096986074,57.626856854113385
110000,41.079312247749534,15.167112841810646,3,23.91610835093387,58.2425161445652
120000,49.00681969256079,18.749724951829258,3,27.78950854614746,70.22413083897412
130000,51.69129512777605,13.797430361349432,3,36.07803286660564,67.30455738894646
140000,47.14777732781702,11.162365582387801,3,34.51637157119918,59.779183084434855
150000,51.60671645801336,15.478580885033706,3,34.09105329034405,69.12237962568267
160000,49.84348009997135,14.179442101039868,3,33.79793086054295,65.88902933939976
170000,52.20716334949676,16.465618577320335,3,33.57456188623715,70.83976481275637
180000,52.10543879424649,18.708084976462963,3,30.93524771576725,73.27562987272573
190000,65.46980514987187,5.8670744311253245,3,58.83058542562695,72.1090248741168
200000,44.20051960813574,16.90432617193536,3,25.071473767096954,63.32956544917453
210000,68.66269982113238,4.572598537142704,3,63.48831746835414,73.83708217391062
220000,46.21868982589615,15.645301318444771,3,28.514364727492634,63.923014924299665
230000,65.59669347826257,28.638914355001962,3,33.18871105043088,98.00467590609425
240000,69.33689214733327,30.96728594899619,3,34.294109225032145,104.3796750696344
250000,92.9531008575914,17.847544688572775,3,72.75670278616151,113.14949892902128
260000,100.41278669426337,19.83772673540479,3,77.96428562750285,122.8612877610239
270000,82.15177298106185,52.3230367939457,3,22.94268300056749,141.36086296155622
280000,97.96074125197991,55.54152709070518,3,35.109586642617714,160.81189586134212
290000,108.95471838770129,14.280906813730352,3,92.7943510170701,125.11508575833248
300000,124.81554844414148,44.13308558056484,3,74.87426071753,174.75683617075296
310000,129.08659007961828,21.00234587152798,3,105.32019839623928,152.85298176299727
320000,168.2374787638611,64.72177377587501,3,94.99789708047537,241.47706044724686
