step,episode_return,reward_scale,alpha_scaled,td_sigma,q_loss,policy_loss,log_prob,r_ent_for_scaler
1000,4.1468049161901215,0.0170945674689679,4.094868157797637,2297.858767500469,3.3835067370091565e-06,-110.44335174560547,-25.866779327392578,106.21660171048086
2000,4.482002415249908,0.018972634431388507,3.689524522972484,2452.033773558423,3.4567556213005446e-06,-98.79964447021484,-25.541675567626953,94.24073975028871
3000,4.670704202091376,0.019377968672442923,3.612349735065152,2536.020184432648,3.0938172130845487e-06,-98.12747192382812,-25.90523910522461,93.66680340912416
4000,4.184493350128535,0.018381819062542763,3.8081105989472666,2630.3493433008443,2.5194835870934185e-06,-100.50462341308594,-25.1931095123291,96.32950210991106
5000,5.01895853391082,0.018046910792262952,3.8787801860255393,2707.714895940797,2.722506451391382e-06,-108.63227844238281,-26.8356876373291,104.1645469115277
6000,4.87759128945689,0.018587769701180486,3.7659171124524096,2746.4094986154646,2.5466483748459723e-06,-102.04487609863281,-25.887859344482422,97.66209486998139
7000,4.509604165305168,0.01898130568404657,3.6878390330562816,2768.33047032335,2.5912463570421096e-06,-98.96198272705078,-25.59311294555664,94.50570648665567
8000,6.546623603608605,0.0243197637260889,2.878317437143021,2711.0423415083446,2.7220039555686526e-06,-80.2742919921875,-26.30690574645996,75.80148735316783
9000,5.021117452797857,0.02365603996438794,2.9590751497452135,2672.725682165656,2.821234829752939e-06,-80.4053726196289,-25.640182495117188,75.91611288851445
10000,3.918713038833633,0.023119863736949298,3.027699505344776,2646.781348576348,2.935065367637435e-06,-81.59681701660156,-25.439437866210938,77.06234236193251
11000,4.068714372608549,0.022796173698023402,3.0706907627252167,2628.772826395324,3.0509736461681314e-06,-82.89521789550781,-25.484630584716797,78.3035273602657
12000,4.886031701406452,0.022352319391224958,3.1316660600098847,2618.160220517559,3.1585743727191584e-06,-84.64679718017578,-25.538162231445312,79.99371335155573
13000,12.828593351885996,0.03167243357971057,2.2101238234134986,2563.3231661221294,3.3534486192365875e-06,-61.4734992980957,-25.6701717376709,56.779433138397984
14000,6.107917859456117,0.03148441041746341,2.2233225609704674,2515.369392486245,3.493816393529414e-06,-61.846717834472656,-25.65665626525879,57.14504983633432
15000,9.20657121614871,0.033144879997701056,2.111940064494282,2469.1420759066223,3.8377656892407686e-06,-60.6162109375,-26.344703674316406,55.77910460388199
16000,7.037827673136177,0.03263520169210069,2.1449231618183444,2429.1237039123107,4.62518573840498e-06,-59.383365631103516,-25.234577178955078,54.15922799089336
17000,8.598699513443327,0.0359538558653857,1.9469399961463374,2387.0197297513,5.708059688913636e-06,-58.367923736572266,-27.03351593017578,52.66496603935846
18000,12.437603117090672,0.03944011642852521,1.7748426307730736,2344.1534540152306,7.580230885650963e-06,-51.98493194580078,-25.645736694335938,45.53095734348166
19000,5.095778379574194,0.03864002241793319,1.8115931518588446,2305.953405846876,1.3647094419866335e-05,-56.298580169677734,-26.333953857421875,47.77993288266638
20000,11.223386508359747,0.03978942120830638,1.759261579441797,2269.9672015184233,3.104357892880216e-05,-55.965667724609375,-24.553054809570312,43.31814181981053
21000,9.120270224214165,0.04131552255581285,1.6942784616952986,2235.2295301180784,5.197043719817884e-05,-59.719451904296875,-25.71078109741211,43.60556593278819
22000,16.087090728971056,0.046024768077499556,1.5209202115289178,2199.5666086808187,8.459009404759854e-05,-60.24779510498047,-26.266357421875,40.01775016860413
23000,8.739369748214193,0.045840146564372394,1.5270457283922603,2166.5291932692726,0.00011536569945747033,-63.939231872558594,-26.583087921142578,40.66888339890403
24000,15.426941016788295,0.0472541353678027,1.481351832070459,2134.9943932615115,0.00016515221795998514,-65.5023193359375,-25.694061279296875,38.06517115924203
25000,9.310467736620256,0.04761421175961498,1.4701492981423672,2105.3007997539494,0.00022156246996019036,-71.55716705322266,-27.311351776123047,40.219816802389744
26000,14.44469615393182,0.0481422368292116,1.4540246696124768,2077.3317723060104,0.0003069846425205469,-73.6298599243164,-25.56852149963379,37.232979195214746
27000,3.9687819924471435,0.0473519326892656,1.4782923531201206,2051.3830040135335,0.00039677045424468815,-78.88555908203125,-25.71212387084961,38.023862669401474
28000,5.715186043966456,0.04662188654685163,1.5014407434940469,2027.3915309183535,0.0005016665090806782,-83.634521484375,-25.454566955566406,38.22518226735118
29000,5.560692106787557,0.04618433216055293,1.51566552389792,2005.032995288898,0.0006330303731374443,-90.47798156738281,-26.411060333251953,40.031163763543304
30000,6.893156300031287,0.04591568180588769,1.5245336069696351,1984.1156416884025,0.000773971900343895,-94.06623077392578,-25.474672317504883,38.86743865989642
31000,9.875412451403074,0.04688910825077874,1.4928840110504222,1963.8965154224618,0.0009649584535509348,-101.05989837646484,-26.828264236450195,40.053847290650694
