step,mean,std,n,ci95_low,ci95_high
10000,4.966339868364656,0.6450609916677317,3,4.236384639485796,5.6962950972435165
20000,10.322766146805174,4.687219515648551,3,5.01867794654848,15.626854347061869
30000,4.002510758066298,0.6349444861279508,3,3.2840034328928733,4.721018083239722
40000,6.483137820655075,1.952021888034086,3,4.274217110114853,8.692058531195297
50000,6.893776801130396,4.098399372429375,3,2.2560013185297567,11.531552283731035
60000,4.952618249350519,1.3873109037874825,3,3.382728174797763,6.522508323903275
70000,4.656647994793587,1.5915873948461898,3,2.8555973095211913,6.457698680065982
80000,8.420198065506833,4.090208726967269,3,3.791691170776466,13.048704960237199
90000,5.06523473697676,0.878713717622474,3,4.070876558213254,6.059592915740266
100000,5.095078630502136,1.2066029538731105,3,3.7296788516638055,6.460478409340466
110000,6.677981174500104,4.714037951156561,3,1.3435450575622134,12.012417291437995
120000,6.578262063203712,3.378943045573303,3,2.7546280564049175,10.401896070002508
130000,10.197460209837041,4.127891169304661,3,5.5263116173813325,14.868608802292751
140000,7.388345581292498,2.117667592335996,3,4.9919791104934035,9.784712052091592
150000,5.994176429375752,2.4237486557537036,3,3.251446629234859,8.736906229516645
160000,5.19856711316145,1.4188972340680266,3,3.592933741079932,6.804200485242967
170000,16.50512274771723,7.049957982246639,3,8.527344275618962,24.4829012198155
180000,9.971066562284873,3.7873721445454467,3,5.68525152102265,14.256881603547097
190000,5.869490951011675,2.0878789190132774,3,3.50683353739346,8.23214836462989
200000,8.102840530603087,1.8840635758694175,3,5.970821889713877,10.234859171492298
210000,3.9920585405890407,0.8610920888698954,3,3.017641111949102,4.96647596922898
220000,5.236765658865287,2.7790524542597925,3,2.0919717610496833,8.381559556680891
230000,8.444130024633234,4.634498574084295,3,3.1997011859924838,13.688558863273983
240000,8.056623001105022,4.095417293358366,3,3.422222058646991,12.691023943563053
250000,8.142697388662972,2.1570118238745595,3,5.701808728630974,10.58358604869497
260000,9.538805895993207,4.773959573079161,3,4.136562080542624,14.941049711443789
270000,6.424605137818638,3.292311714092488,3,2.6990037112192238,10.150206564418053
280000,11.641802247444872,3.5034266501984828,3,7.677301781071594,15.606302713818149
290000,8.334838941702214,2.878010767207522,3,5.078063170993522,11.591614712410907
300000,6.928705012024596,2.7029103369522853,3,3.8700740311803408,9.987335992868852
310000,4.805473074392797,1.68257078780785,3,2.9014649877407295,6.709481161044865
320000,5.065362036285465,1.8277435343833333,3,2.9970755219772665,7.133648550593663
330000,7.476287802948499,5.025052134341843,3,1.7899060061383318,13.162669599758665
340000,4.4673385713936264,1.0118038357130266,3,3.3223747462382436,5.612302396549009
350000,8.830136918768916,4.366993368286067,3,3.888418717179545,13.771855120358289
360000,9.938715569027659,1.2134694999889404,3,8.565545561782509,11.31188557627281
370000,11.640101710528853,2.632355493004004,3,8.661311051651095,14.61889236940661
380000,7.704199918136364,2.6625969233654567,3,4.691187859257273,10.717211977015456
390000,10.449122106315949,4.817808413104808,3,4.997258657264144,15.900985555367754
400000,7.553865882061136,0.7471469970718447,3,6.708389463089182,8.39934230103309
410000,9.982379186170606,5.845788639424248,3,3.3672466027600034,16.59751176958121
420000,6.055963737128567,3.7796330711917427,3,1.77890628179106,10.333021192466074
430000,9.001850673806596,5.1538084022445405,3,3.16976744376682,14.833933903846372
440000,4.876070001285497,1.5475630415451194,3,3.1248375615824755,6.627302440988519
450000,4.346958882340713,0.9109000400630461,3,3.3161784510036414,5.377739313677785
460000,5.012590591761018,0.5285925206989702,3,4.414431844891359,5.6107493386306775
470000,10.847372763170705,3.1253079357930327,3,7.310753902230767,14.383991624110644
480000,5.451037004191838,1.292178531092591,3,3.9887993435678073,6.913274664815869
490000,4.501784675111645,0.9553471750015587,3,3.4207075757445153,5.582861774478774
