step,episode_return,reward_scale,alpha_scaled,td_sigma,q_loss,policy_loss,log_prob,r_ent_for_scaler
33,47.36532706175812,0.3957997553713354,0.07,106.55977908537537,0.001581757445819676,-0.5109368562698364,-1.7472612857818604,4.748959095405317
49,10.732217120063186,0.5087184250895574,0.07,87.43819698170726,5.317156137607526e-07,-0.482036292552948,-1.7077243328094482,0.5457951917908925
72,14.547962131099565,0.5202158361133826,0.07,72.40870821519948,1.5266859918483533e-05,-0.4577813744544983,-2.0211496353149414,0.7407026848280491
92,18.688727511832543,0.4677902920049542,0.07,64.20522974931768,8.403914398513734e-05,-0.45980435609817505,-1.813557744026184,1.0483920920373204
130,17.69503148393795,0.4981560749679639,0.07,54.36524492495519,0.0005593296373263001,-0.45701587200164795,-1.6060922145843506,-0.8287303302490073
148,16.73477768683636,0.4691863008474874,0.07,51.00217793557896,0.0008591296500526369,-0.6327378153800964,-1.9983363151550293,2.1276582301877154
166,11.658275904859085,0.4636509632142435,0.07,48.18011341316143,1.2750059795507696e-05,-0.5443581938743591,-2.1300296783447266,0.37232034904640626
178,8.01312399540483,0.4537584171903349,0.07,46.49286514657031,2.0683914954133797e-06,-0.5833067893981934,-2.0202224254608154,0.6501723736789524
192,11.778890541343024,0.43776643820687716,0.07,44.772301342486934,0.000615414057392627,-0.5958533883094788,-1.959853172302246,1.7065441823716867
206,14.002430612734653,0.4261899550086553,0.07,43.254103450648635,0.002718096598982811,-0.6255807876586914,-1.81095290184021,2.8806492995352584
218,9.441531585873559,0.4160430414033109,0.07,42.04007617856635,0.0002681812911760062,-0.6497504711151123,-2.1659486293792725,1.338208860018758
232,11.991458179322342,0.40423265598234287,0.07,40.77726098820886,0.0004841756308451295,-0.689570426940918,-2.2233872413635254,1.5868329242525232
246,11.239382618551184,0.3953072343461873,0.07,39.62387406886942,7.57378147682175e-05,-0.6937012672424316,-2.2414064407348633,1.0385378819330222
268,19.68679580467693,0.3801267181564433,0.07,38.10936888109922,0.0021189888939261436,-0.6883654594421387,-1.74400794506073,2.4426342041645692
294,12.800721804167997,0.39199336640547605,0.07,36.47772029262601,0.0011277863522991538,-0.758063554763794,-2.123541831970215,-0.46695070664989247
309,6.935197606712929,0.4048647504276409,0.07,35.58944153651801,0.0012577922316268086,-0.784557580947876,-1.8687779903411865,-0.47763498875154214
326,12.416079159164983,0.3954569921038061,0.07,34.69076911680729,0.0004098425561096519,-0.7768841981887817,-1.8674144744873047,1.479183856949751
364,23.585518594355822,0.38892037209122976,0.07,33.048881318109636,0.0003063692420255393,-0.8177143931388855,-1.872083306312561,0.239246374925092
388,9.771421824358592,0.3978398689920719,0.07,32.05401372484966,0.0014496613293886185,-0.9461215734481812,-1.5848907232284546,-0.27431631195185213
411,17.111580277151393,0.38778035486101015,0.07,31.229524823539393,0.00033043220173567533,-0.9158067107200623,-2.1634135246276855,1.483490593839646
444,7.151674732861384,0.4187880411706713,0.07,30.095005931775734,0.0036590383388102055,-1.1364409923553467,-2.4370224475860596,-0.6840054678465887
457,8.074895032754007,0.41753325594698254,0.07,29.6681232731398,0.0013226394075900316,-1.0071425437927246,-1.8523027896881104,-0.07183099428543832
490,22.22270285541339,0.4071669019848791,0.07,28.784584257679168,0.00032869153073988855,-1.053040623664856,-2.0156021118164062,0.5311803237580042
501,7.76120180985373,0.4032679653433264,0.07,28.467465256572787,2.410971137578599e-05,-1.0974483489990234,-1.9515526294708252,1.2372282440308204
528,20.740741613012236,0.3959988893577153,0.07,27.836445373809294,0.0008092580828815699,-1.120985507965088,-1.4816477298736572,1.912861795895863
556,24.376053110694574,0.38835135570997315,0.07,27.26982397469848,0.0018096204148605466,-1.2225613594055176,-1.943824052810669,2.3826096536115906
568,9.811178698575045,0.38475338946237336,0.07,26.99245838362456,0.00031782439327798784,-1.2667646408081055,-2.225301742553711,1.7479761415777249
